id,Item_Identifier_x,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,name,phoneNumber,address
10454,FDK43,9.8,LF,0.0268408,Meat,126.902,OUT046,1997,Small,Tier 1,Supermarket Type1,1343.13,Sean Davis,888.218.1018x82609,"996 John Roads Suite 320
New Adam, RI 56286"
10455,FDK43,9.8,Low Fat,0.0269926,Meat,127.302,OUT017,2007,Medium,Tier 2,Supermarket Type1,2277.04,Rachel Johnson DDS,(912)307-3910x1700,"36925 Woodard Trail
North Andreabury, NH 05261"
10456,FDK43,12.5,Low Fat,0.0267108,Meat,127.902,OUT027,1985,Medium,Tier 3,Supermarket Type3,4788.4,Courtney Ramsey,(185)814-3656x59958,"48980 Adams Mountains
South Davidhaven, AR 43713"
10457,FDK43,9.8,Low Fat,0.0269501,Meat,128.402,OUT018,2009,Medium,Tier 3,Supermarket Type2,1265.02,Todd Perez,188-221-8795,"2573 Patel Villages Apt. 022
Valdezport, UT 99416"
10458,FDK43,9.8,Low Fat,0.0268952,Meat,128.402,OUT045,2002,Small,Tier 2,Supermarket Type1,2403.54,Karen Price,447-610-8459x200,"967 Kathy Squares
Rodneyhaven, VI 17310"
10459,FDR27,12.5,Regular,0.168259,Meat,130.494,OUT019,1985,Small,Tier 1,Grocery Store,775.553,Chloe Moore,877.160.8273x70774,"465 Mary Meadows Suite 774
North Ericaport, OK 06818"
10460,FDR27,12.5,Regular,0.0956351,Meat,130.794,OUT027,1985,Medium,Tier 3,Supermarket Type3,3047.37,Anthony Fletcher,2140966419,"42114 Jeffery Burg Suite 761
Loweryville, CA 41996"
10461,FDR27,15.1,Regular,0.160852,Meat,131.394,OUT010,1998,Medium,Tier 3,Grocery Store,397.483,Maria Nguyen,693.993.6320,"2132 Page Coves Suite 488
Weaverview, MA 81112"
10462,FDR27,15.1,Regular,0.096644,Meat,131.994,OUT017,2007,Medium,Tier 2,Supermarket Type1,3047.37,Kendra Allen,001-205-982-8695x2427,"8053 Smith Port
South Tiffanyberg, PW 39754"
10463,FDR27,15.1,Regular,0.0961004,Meat,132.494,OUT046,1997,Small,Tier 1,Supermarket Type1,2120.7,Brianna Roberts,+1-265-280-7088x12550,"33048 Werner Mount
Rogerston, OH 33970"
10464,FDR27,15.1,Regular,0.0962953,Meat,133.494,OUT045,2002,Small,Tier 2,Supermarket Type1,1457.44,Katie Murillo,001-689-044-3353x817,"900 Timothy Landing Apt. 910
Thomaschester, NJ 83775"
10465,FDR27,15.1,Regular,0.0960205,Meat,133.794,OUT013,1987,High,Tier 3,Supermarket Type1,2384.9,Ashley Wheeler,495-549-6129,"90676 Wilson Gardens
North Anna, AR 35856"
10466,FDR27,15.1,Regular,0.0960823,Meat,134.294,OUT035,2004,Small,Tier 2,Supermarket Type1,2210.35,Anthony Green,557.072.9938x6239,"Unit 5232 Box 5334
DPO AA 11823"
10467,FDR27,15.1,Regular,0.0964919,Meat,134.494,OUT018,2009,Medium,Tier 3,Supermarket Type2,1854.92,Krystal Lin,392.825.4624x61785,"Unit 8968 Box 9408
DPO AA 81602"
10468,FDR27,15.1,Regular,0.0962498,Meat,134.494,OUT049,1999,Medium,Tier 1,Supermarket Type1,2119.91,Robert Ross,378.631.9029,"500 Brown Prairie
Kingview, PA 04179"
10469,FDN15,17.5,Low Fat,0.0168287,Meat,138.418,OUT017,2007,Medium,Tier 2,Supermarket Type1,2591.88,Deborah Murillo,(894)926-4946x36532,"USNV Hartman
FPO AE 97642"
10470,FDN15,17.5,Low Fat,0.0168022,Meat,138.518,OUT018,2009,Medium,Tier 3,Supermarket Type2,2376.91,Jenny Johnson,001-006-641-4013x8658,"77892 Virginia Lane
Mollyfurt, TX 91719"
10471,FDN15,17.5,LF,0.0167309,Meat,139.018,OUT035,2004,Small,Tier 2,Supermarket Type1,2651.77,Christopher Bell,886.815.0358x700,"909 Eric Crest
Port Henry, AZ 89562"
10472,FDN15,12.5,Low Fat,0.016653,Meat,139.518,OUT027,1985,Medium,Tier 3,Supermarket Type3,2936.18,Jennifer Parker,303-434-9393x7534,"04002 Hall Fort Apt. 102
Lake Amy, TX 74671"
10473,FDN15,17.5,Low Fat,0.0167201,Meat,139.918,OUT013,1987,High,Tier 3,Supermarket Type1,419.454,Meghan Porter,001-490-825-5396x58074,"966 James Center
Conniebury, KY 74781"
10474,FDN15,12.5,Low Fat,0.0292992,Meat,140.318,OUT019,1985,Small,Tier 1,Grocery Store,139.818,Mark Noble,711-856-3199x03550,"4488 Roberts Cliffs Apt. 875
Calhounton, FM 96231"
10475,FDN15,17.5,Low Fat,0.0,Meat,140.418,OUT046,1997,Small,Tier 1,Supermarket Type1,2678.47,Stacey Moreno,(541)158-7104,"586 Nelson Squares
West Amyport, MO 32633"
10476,FDS39,6.895,low fat,0.0375944,Meat,140.881,OUT010,1998,Medium,Tier 3,Grocery Store,1058.8,Crystal Robertson,014-797-5432x12868,"3482 Harris Divide Apt. 498
Michaelfurt, VA 46887"
10477,FDS39,6.895,Low Fat,0.0224563,Meat,141.281,OUT035,2004,Small,Tier 2,Supermarket Type1,1071.55,Todd Hernandez,448-509-2195,"6597 Rios Path Apt. 382
South Ambermouth, PA 70754"
10478,FDN15,17.5,Low Fat,0.016768,Meat,141.418,OUT045,2002,Small,Tier 2,Supermarket Type1,1957.45,Daniel Garcia,742.097.0966,"43375 Paula Groves Apt. 879
North Leahland, NJ 25769"
10479,FDN15,17.5,Low Fat,0.0167601,Meat,141.618,OUT049,1999,Medium,Tier 1,Supermarket Type1,2097.27,Sandra Black,(228)387-9136,"60290 Austin Locks Apt. 046
North Huntertown, WY 26855"
10480,FDS39,6.895,Low Fat,0.0225521,Meat,141.681,OUT018,2009,Medium,Tier 3,Supermarket Type2,1025.74,Robin Alvarez,(766)717-0938x40635,"62460 Timothy Lights Suite 943
South Jessica, PR 42130"
10481,FDN15,17.5,Low Fat,0.0280094,Meat,141.718,OUT010,1998,Medium,Tier 3,Grocery Store,419.454,Tammy Kelly,+1-479-187-7504,"159 Wang Parks Suite 526
North Kurt, KY 22868"
10482,FDS39,6.895,Low Fat,0.0224955,Meat,142.081,OUT049,1999,Medium,Tier 1,Supermarket Type1,1058.02,Eric Garcia,001-185-599-5840x791,"54148 Tammy Coves Apt. 904
Graytown, NJ 98900"
10483,FDS39,6.895,Low Fat,0.0225061,Meat,142.281,OUT045,2002,Small,Tier 2,Supermarket Type1,1049.7,Bruce Brooks,392.765.6859x64477,"569 Jennifer Shoal Suite 507
Moralesview, AZ 30870"
10484,FDS39,6.895,Low Fat,0.0224606,Meat,142.981,OUT046,1997,Small,Tier 1,Supermarket Type1,1054.87,Sara Watson,6486235709,"06600 Lee Parkway Suite 331
New Williamhaven, ME 24234"
10485,FDS39,6.895,Low Fat,0.0225876,Meat,143.781,OUT017,2007,Medium,Tier 2,Supermarket Type1,1994.74,Michelle Kelley,789.450.3800,"99219 Hunter Rapids Apt. 718
North Amanda, OK 50407"
10486,FDS39,12.5,Low Fat,0.0223518,Meat,143.781,OUT027,1985,Medium,Tier 3,Supermarket Type3,4986.84,Sylvia Copeland,(191)563-1397,"1347 Logan Isle Apt. 482
South Sandraburgh, PW 71762"
10487,FDS39,6.895,Low Fat,0.0224419,Meat,143.881,OUT013,1987,High,Tier 3,Supermarket Type1,2707.14,William Sanchez,001-953-816-5162x4950,"12609 Braun Isle Apt. 327
Sparksside, AK 44677"
10488,FDW15,15.35,Regular,0.0551993,Meat,146.473,OUT049,1999,Medium,Tier 1,Supermarket Type1,2405.75,Jill Walter,001-318-983-7233x9673,"02955 Chavez Estates
Sarahhaven, MH 24779"
10489,FDW15,15.35,Regular,0.0550677,Meat,146.573,OUT013,1987,High,Tier 3,Supermarket Type1,2375.57,Mary King,(399)695-8382x877,"304 Singleton Field
Kristinland, PR 51965"
10490,FDW15,12.5,Regular,0.0548467,Meat,147.373,OUT027,1985,Medium,Tier 3,Supermarket Type3,3266.41,Victor Dixon,866.700.7352x0731,"73524 Andrews Station Suite 013
Robertsonhaven, OR 16702"
10491,FDW15,15.35,Regular,0.0922489,Meat,147.673,OUT010,1998,Medium,Tier 3,Grocery Store,2448.13,Susan Copeland,(923)197-6468,"USCGC Meyer
FPO AE 41832"
10492,FDR51,12.5,Regular,0.17263,Meat,148.471,OUT027,1985,Medium,Tier 3,Supermarket Type3,3761.77,Antonio Larson,001-909-532-0210,"562 Heather Station Suite 928
New Bryanchester, DE 12328"
10493,FDW15,15.35,Regular,0.0551136,Meat,148.673,OUT046,1997,Small,Tier 1,Supermarket Type1,2396.24,Kelly Hutchinson,849-651-7574x00784,"908 Andrew Pines Suite 816
Vargasberg, WA 69620"
10494,FDW15,12.5,Regular,0.0964968,Meat,148.873,OUT019,1985,Small,Tier 1,Grocery Store,1542.78,Andrew Thomas,732-129-1755,"21492 Sandra Lakes Suite 675
Erinfurt, MD 41969"
10495,FDR51,9.035,Regular,0.174176,Meat,148.971,OUT018,2009,Medium,Tier 3,Supermarket Type2,2257.06,April Bishop,4574672651,"34976 Ian Centers Apt. 121
East Laura, IL 56831"
10496,FDT39,6.26,Regular,0.00986791,Meat,149.137,OUT046,1997,Small,Tier 1,Supermarket Type1,980.275,Lindsey Bryant,2532135516,"338 Greer Brook
Frankhaven, NJ 49050"
10497,FDW15,15.35,Regular,0.0552254,Meat,149.173,OUT045,2002,Small,Tier 2,Supermarket Type1,2450.1,Kara May,(685)133-9315x3388,"628 Phillips Canyon
Brittneymouth, AZ 34534"
10498,FDR51,9.035,Regular,0.17347,Meat,149.371,OUT046,1997,Small,Tier 1,Supermarket Type1,1471.03,Christopher Cox,261.955.3465,"1071 Lynn Bypass Apt. 472
East William, WY 97973"
10499,FDW15,15.35,Regular,0.0554253,Meat,149.373,OUT017,2007,Medium,Tier 2,Supermarket Type1,2430.45,William Harris,001-951-018-9145,"43625 Diaz Isle
Hallberg, MD 20693"
10500,FDM15,11.8,Regular,0.0574107,Meat,149.537,OUT035,2004,Small,Tier 2,Supermarket Type1,1813.64,Patty Hayes,528.055.7550x1374,"077 Carr Radial Suite 223
West Mark, HI 97845"
10501,FDW15,15.35,Regular,0.0551032,Meat,149.773,OUT035,2004,Small,Tier 2,Supermarket Type1,2820.99,Julie Thomas,+1-180-166-3866x92481,"2931 Richard Plains Suite 018
Lake Kimberlytown, NH 32270"
10502,FDT39,6.26,reg,0.00988326,Meat,149.837,OUT049,1999,Medium,Tier 1,Supermarket Type1,1964.78,Holly Riggs,092-665-6754,"072 Cynthia Lights
Parkburgh, KS 48540"
10503,FDM15,11.8,Regular,0.057538,Meat,149.837,OUT045,2002,Small,Tier 2,Supermarket Type1,1662.5,Chris Thompson,904.608.3381,"9238 Miller Rest Suite 075
Kimberlymouth, PR 21025"
10504,FDM15,11.8,Regular,0.0574216,Meat,149.937,OUT046,1997,Small,Tier 1,Supermarket Type1,1662.5,Patricia Pugh,712.904.4225x97507,"60461 Gay Plains Suite 631
Danieltown, DE 88382"
10505,FDR51,9.035,Regular,0.0,Meat,149.971,OUT013,1987,High,Tier 3,Supermarket Type1,1463.39,Christopher Sanders,001-669-208-2248x3497,"7237 Robert Ford Apt. 687
Port Alexa, IL 47409"
10506,FDR51,9.035,Regular,0.173437,Meat,150.071,OUT035,2004,Small,Tier 2,Supermarket Type1,1464.36,Bobby Fernandez,(764)359-2968x14367,"45863 Frank Turnpike
North Darrell, MS 11855"
10507,FDW15,15.35,Regular,0.0553381,Meat,150.473,OUT018,2009,Medium,Tier 3,Supermarket Type2,2517.65,Donna Smith,001-769-921-9241x201,"64028 Wells Grove
Bettychester, GA 54409"
10508,FDT39,6.26,Regular,0.00988793,Meat,150.737,OUT045,2002,Small,Tier 2,Supermarket Type1,2418.19,Michael Freeman,1971603472,"1912 Anthony Loop
East Mark, WI 56871"
10509,FDT39,12.5,Regular,0.0172774,Meat,150.737,OUT019,1985,Small,Tier 1,Grocery Store,8724.47,James Alvarado,+1-074-317-8202x722,"6628 Johnny Loop
South Isaiah, WA 12804"
10510,FDR51,9.035,Regular,0.174451,Meat,151.071,OUT017,2007,Medium,Tier 2,Supermarket Type1,2708.47,Belinda Torres,454-411-2230,"431 James Greens Apt. 833
Port Jeremyburgh, ND 23690"
10511,FDT39,6.26,reg,0.0165169,Meat,151.137,OUT010,1998,Medium,Tier 3,Grocery Store,453.41,Melanie Douglas,9200771442,"109 Brandon Lakes
Tiffanystad, IA 36563"
10512,FDT39,6.26,Regular,0.00990811,Meat,151.137,OUT018,2009,Medium,Tier 3,Supermarket Type2,993.421,Lori Rodriguez,+1-917-040-5114x7848,"118 Nash Landing
East Kevin, IA 47386"
10513,FDT39,6.26,Regular,0.00986605,Meat,151.137,OUT035,2004,Small,Tier 2,Supermarket Type1,2267.05,Colton Martin,088-158-2297,"547 Elizabeth Camp Suite 843
Priceton, AL 25637"
10514,FDM15,12.5,Regular,0.100538,Meat,151.337,OUT019,1985,Small,Tier 1,Grocery Store,1505.27,Tanya Kirk,855-331-5900,"01011 Wallace Gateway
East Latashaland, PW 67728"
10515,FDM15,11.8,Regular,0.0573738,Meat,151.437,OUT013,1987,High,Tier 3,Supermarket Type1,1360.23,Lisa Fox,161.588.3325x5622,"5497 Dana Drive Suite 986
South Tammyville, WV 24253"
10516,FDR51,9.035,Regular,0.173822,Meat,151.471,OUT045,2002,Small,Tier 2,Supermarket Type1,2407.53,Lindsey Simmons,053.886.8174,"702 Adams Ferry Apt. 475
South Richardhaven, GU 38228"
10517,FDL15,17.85,Low Fat,0.0465959,Meat,151.568,OUT013,1987,High,Tier 3,Supermarket Type1,2921.93,Brenda Alexander,+1-996-876-5483,"PSC 5269, Box 6523
APO AA 39553"
10518,FDT39,6.26,Regular,0.0098597,Meat,151.837,OUT013,1987,High,Tier 3,Supermarket Type1,998.022,Eric Walter,613.074.5758,"PSC 1370, Box 7168
APO AE 75316"
10519,FDM15,12.5,Regular,0.0571435,Meat,151.837,OUT027,1985,Medium,Tier 3,Supermarket Type3,6196.6,Alexandra Townsend,207-109-2021x963,"PSC 9443, Box 6887
APO AE 29617"
10520,FDM15,11.8,Regular,0.0,Meat,152.237,OUT049,1999,Medium,Tier 1,Supermarket Type1,1922.14,Eric Gallagher,001-162-599-6757,"8321 Oliver Courts Suite 625
Lake Bryantown, ND 01585"
10521,FDL15,17.85,Low Fat,0.0466259,Meat,152.368,OUT035,2004,Small,Tier 2,Supermarket Type1,2855.76,Dorothy Turner,176-380-6964x124,"Unit 7791 Box 9859
DPO AE 39208"
10522,FDM15,11.8,Regular,0.0577464,Meat,152.437,OUT017,2007,Medium,Tier 2,Supermarket Type1,3929.55,Wendy Griffin,3778418643,"02113 Tara Cape
Knightfurt, AS 11348"
10523,FDL15,17.85,Low Fat,0.0467293,Meat,152.568,OUT045,2002,Small,Tier 2,Supermarket Type1,2941.21,Michael Christian,+1-508-803-7172x8672,"96629 Caldwell Courts
Donnamouth, NY 96416"
10524,FDL15,12.5,Low Fat,0.0816514,Meat,152.568,OUT019,1985,Small,Tier 1,Grocery Store,152.468,Matthew Lynch,(727)490-1079x723,"0103 Brandon Land
Jenniferside, HI 87875"
10525,FDM15,11.8,reg,0.0576555,Meat,152.637,OUT018,2009,Medium,Tier 3,Supermarket Type2,1662.5,Stacey Young,284.147.6254x0865,"01551 Solis Tunnel Suite 922
Tinabury, AR 61343"
10526,FDL15,17.85,Low Fat,0.0467073,Meat,152.668,OUT049,1999,Medium,Tier 1,Supermarket Type1,1829.62,Barbara Davis,(496)926-6030,"799 Yang Springs
Port Nicholas, NE 64397"
10527,FDT39,12.5,reg,0.00982013,Meat,152.737,OUT027,1985,Medium,Tier 3,Supermarket Type3,15553.4,Kevin Adkins DDS,(133)038-8818x7687,"518 Heather Park Apt. 283
Evansland, DE 84007"
10528,FDT39,6.26,Regular,0.00992373,Meat,152.837,OUT017,2007,Medium,Tier 2,Supermarket Type1,3778.42,Andrew Cook,(079)571-4521x09799,"95844 Estrada Pines Apt. 384
North Ryanton, DE 06746"
10529,FDL15,17.85,Low Fat,0.078057,Meat,152.868,OUT010,1998,Medium,Tier 3,Grocery Store,2865.13,Cynthia Wilson,(605)235-2333x95985,"USNV Brown
FPO AP 79488"
10530,FDL15,17.85,Low Fat,0.0468985,Meat,152.868,OUT017,2007,Medium,Tier 2,Supermarket Type1,2865.13,Peter King,9812048515,"236 Robert Brooks Suite 106
North Matthew, MD 98870"
10531,FDR15,9.3,Regular,0.0334317,Meat,153.131,OUT035,2004,Small,Tier 2,Supermarket Type1,4653.94,Miss Marissa Arnold,001-478-494-7761x1499,"60903 Joseph Coves Suite 440
New Kimberly, VA 58505"
10532,FDR15,9.3,Regular,0.033438,Meat,153.231,OUT046,1997,Small,Tier 1,Supermarket Type1,2326.97,David Mccoy,001-657-846-2762x1784,"437 Courtney Keys Apt. 103
Carsonville, AR 88128"
10533,FDR15,9.3,Regular,0.0334102,Meat,153.331,OUT013,1987,High,Tier 3,Supermarket Type1,1497.28,Colin Mcmahon,(844)663-2356,"402 Stanley Rest Apt. 438
West Craig, NM 29872"
10534,FDR15,9.3,Regular,0.0335058,Meat,153.431,OUT045,2002,Small,Tier 2,Supermarket Type1,2482.1,Carolyn Scott,+1-756-970-2033,"844 Fields Squares
North Scottton, TN 82197"
10535,FDL15,12.5,Low Fat,0.0464089,Meat,153.568,OUT027,1985,Medium,Tier 3,Supermarket Type3,3309.02,Gary Gray,+1-160-171-1690x0833,"854 Jones Hills Suite 163
Reedmouth, NV 99912"
10536,FDV03,17.6,Low Fat,0.0582091,Meat,153.631,OUT045,2002,Small,Tier 2,Supermarket Type1,5274.47,Dr. Amber Norton MD,(440)212-4670x82806,"9230 Rodriguez Creek Suite 564
West Rhonda, CO 21978"
10537,FDL15,17.85,Low Fat,0.0468247,Meat,153.668,OUT018,2009,Medium,Tier 3,Supermarket Type2,1829.62,Tracy Aguilar,+1-665-467-1245x889,"7542 Bates Vista Suite 426
Brianview, GA 88342"
10538,FDR15,12.5,Regular,0.0332761,Meat,153.831,OUT027,1985,Medium,Tier 3,Supermarket Type3,3723.15,Courtney Torres,979-590-2396x57630,"277 Dalton Lane
South Kevin, MS 21859"
10539,FDW27,5.86,Regular,0.151468,Meat,154.131,OUT018,2009,Medium,Tier 3,Supermarket Type2,3412.89,Brianna Haley,(031)697-0675,"215 Ayers Tunnel Apt. 688
Grantshire, OH 09298"
10540,FDL15,17.85,Low Fat,0.0466348,Meat,154.268,OUT046,1997,Small,Tier 1,Supermarket Type1,2918.91,Michael Cole,335.211.1527x093,"0430 Anderson Valleys
Amytown, DE 59830"
10541,FDV03,17.6,Low Fat,0.0581816,Meat,154.431,OUT049,1999,Medium,Tier 1,Supermarket Type1,2326.97,Joshua Galvan,001-780-732-2956x1800,"6481 Stewart Circles Apt. 373
West John, CT 69115"
10542,FDV03,17.6,Low Fat,0.0580803,Meat,154.531,OUT035,2004,Small,Tier 2,Supermarket Type1,2882.94,Julie Fields,519.086.9851x6037,"9120 Christopher Vista Suite 599
Murrayville, KS 05401"
10543,FDW27,12.5,Regular,0.150123,Meat,154.531,OUT027,1985,Medium,Tier 3,Supermarket Type3,1396.18,Gerald Gonzalez,(347)895-7258,"21431 Ford Ridge
North Shannon, TN 23755"
10544,FDV03,17.6,Low Fat,0.0580429,Meat,154.631,OUT013,1987,High,Tier 3,Supermarket Type1,1861.58,Ronald Rogers,+1-110-436-3026x3493,"479 Green Spurs
Port Christineborough, IA 05862"
10545,FDW27,5.86,Regular,0.150728,Meat,154.931,OUT013,1987,High,Tier 3,Supermarket Type1,998.688,Andrew Hansen,113.061.0129,"710 Lindsay Manors
Lake Donaldland, MO 57151"
10546,FDW27,5.86,Regular,0.151088,Meat,155.131,OUT049,1999,Medium,Tier 1,Supermarket Type1,1551.31,David Adams,178.680.1489,"155 Armstrong Landing
New Mary, MS 20918"
10547,FDV03,17.6,Low Fat,0.0584199,Meat,155.431,OUT017,2007,Medium,Tier 2,Supermarket Type1,2954.44,Heather Roberts,124-555-2234x02409,"1578 Ramirez Cliff
Mccoyfurt, PW 58517"
10548,FDR15,9.3,Regular,0.0335742,Meat,155.731,OUT018,2009,Medium,Tier 3,Supermarket Type2,1535.2,Crystal Perez,(258)013-2782x5254,"56112 Fields Mall
Douglasborough, MO 41799"
10549,FDW27,12.5,Regular,0.264125,Meat,155.731,OUT019,1985,Small,Tier 1,Grocery Store,155.131,Sue Sullivan,584.116.7175x28394,"7685 James Rest Suite 454
Shawmouth, AS 64920"
10550,FDR15,12.5,Regular,0.0585456,Meat,155.831,OUT019,1985,Small,Tier 1,Grocery Store,310.263,David Lawrence,+1-814-167-7450x747,"USNS Martinez
FPO AE 37156"
10551,FDW27,5.86,Regular,0.0,Meat,155.931,OUT017,2007,Medium,Tier 2,Supermarket Type1,1005.13,Christina Curry,+1-785-451-5541,"3500 Adams Bridge Apt. 089
West Angela, SC 69933"
10552,FDW27,5.86,Regular,0.150853,Meat,156.031,OUT046,1997,Small,Tier 1,Supermarket Type1,2016.71,Dr. Laura Andrews,(551)401-5105,"913 Devin Spur
Kathleenfort, ND 72922"
10553,FDV03,17.6,Low Fat,0.0972329,Meat,156.031,OUT010,1998,Medium,Tier 3,Grocery Store,2965.84,Vickie Chase,+1-528-594-6176x179,"PSC 2328, Box 6479
APO AE 82639"
10554,FDM27,12.35,Regular,0.158439,Meat,156.095,OUT035,2004,Small,Tier 2,Supermarket Type1,2024.16,Kayla Harris,+1-013-570-8119x5975,"2947 Davis Row Suite 736
East Jamiemouth, PW 37605"
10555,FDR15,9.3,Regular,0.0336271,Meat,156.131,OUT017,2007,Medium,Tier 2,Supermarket Type1,620.526,Kristin Burke,(323)967-6737,"699 Nathan Springs
East Kimberlyburgh, MP 75423"
10556,FDV03,17.6,Low Fat,0.0580913,Meat,156.231,OUT046,1997,Small,Tier 1,Supermarket Type1,2947.5,Rodney Baxter,+1-665-803-1153x21475,"4875 Davidson Haven
Taylorland, NJ 35941"
10557,FDV03,12.5,LF,0.05781,Meat,156.231,OUT027,1985,Medium,Tier 3,Supermarket Type3,2947.5,Michael Farrell,001-774-503-1449x1536,"34443 Robert Ramp Suite 498
New Jay, CO 28764"
10558,FDM27,12.35,Regular,0.158791,Meat,156.395,OUT045,2002,Small,Tier 2,Supermarket Type1,2124.62,Martha Espinoza,(084)535-2460x78883,"2165 Hudson Garden Suite 712
Lake Sarah, MS 71293"
10559,FDM27,12.5,Regular,0.277459,Meat,156.395,OUT019,1985,Small,Tier 1,Grocery Store,473.384,Kevin Skinner,583-856-8140x5249,"6144 Wall Fields
North Dianetown, NH 32555"
10560,FDV03,17.6,Low Fat,0.0583279,Meat,156.531,OUT018,2009,Medium,Tier 3,Supermarket Type2,2920.25,Maria Sullivan,(099)578-5693,"USCGC Smith
FPO AP 38788"
10561,FDW27,5.86,Regular,0.151159,Meat,156.631,OUT045,2002,Small,Tier 2,Supermarket Type1,3257.76,Tyrone Gilbert,(409)594-9350,"8918 Tran Forks Suite 311
Perezland, OK 48369"
10562,FDR15,9.3,reg,0.03349,Meat,156.631,OUT049,1999,Medium,Tier 1,Supermarket Type1,1241.05,Gregg Downs,610.989.1335,"5891 Cynthia Union Apt. 207
Morrisfort, NJ 20197"
10563,FDR15,9.3,reg,0.0559683,Meat,156.731,OUT010,1998,Medium,Tier 3,Grocery Store,1603.36,Scott Pacheco,(582)873-8070,"15480 Butler Plaza
Parkerstad, CO 37254"
10564,FDW27,5.86,Regular,0.150825,Meat,157.031,OUT035,2004,Small,Tier 2,Supermarket Type1,1012.22,Zachary Hoffman,001-853-533-9464,"05418 Williams Lights Suite 567
East Robert, AL 33633"
10565,FDM27,12.35,Regular,0.159366,Meat,157.295,OUT017,2007,Medium,Tier 2,Supermarket Type1,2098.0,Angela Mosley,(580)518-9805x45746,"899 Quinn Stream Apt. 042
East Samuelshire, MA 94201"
10566,FDM27,12.35,Regular,0.158716,Meat,157.295,OUT049,1999,Medium,Tier 1,Supermarket Type1,1577.95,Cindy Zimmerman,686-506-9538,"8151 Mackenzie Corner
Zoemouth, MP 93347"
10567,FDM27,12.35,Regular,0.158337,Meat,157.995,OUT013,1987,High,Tier 3,Supermarket Type1,3313.69,Lisa Gonzales,001-247-974-0543x4189,"1576 Cody Mission
West Edward, MS 36019"
10568,FDM27,12.35,Regular,0.159115,Meat,158.195,OUT018,2009,Medium,Tier 3,Supermarket Type2,1104.56,Chelsea Singleton,+1-917-988-7279x28804,"5779 Galvan Stream
East Rachelfort, PW 17130"
10569,FDM27,12.5,Regular,0.157702,Meat,158.795,OUT027,1985,Medium,Tier 3,Supermarket Type3,5522.81,Heather Howell,(613)313-4726x869,"242 Dudley Mount
New Amanda, AK 48538"
10570,FDM27,12.35,reg,0.0,Meat,158.895,OUT046,1997,Small,Tier 1,Supermarket Type1,2119.34,Jessica Rogers,785-194-5405,"324 Elizabeth Harbors
Laurachester, AZ 35464"
10571,FDX15,17.2,Low Fat,0.157183,Meat,158.958,OUT017,2007,Medium,Tier 2,Supermarket Type1,2870.78,Christian Blair,+1-395-545-9339x22951,"19281 Stephen Station
Snyderton, CA 56243"
10572,FDX15,17.2,Low Fat,0.156269,Meat,159.658,OUT035,2004,Small,Tier 2,Supermarket Type1,3048.7,Paul Jones,966-732-3775,"494 Justin Orchard Apt. 869
West Daniel, AS 28018"
10573,FDX15,12.5,Low Fat,0.155542,Meat,159.758,OUT027,1985,Medium,Tier 3,Supermarket Type3,641.831,Bryan Quinn,+1-395-362-6944x201,"6308 Roberts Walk Apt. 862
Fullermouth, MP 50237"
10574,FDX15,17.2,Low Fat,0.156169,Meat,160.658,OUT013,1987,High,Tier 3,Supermarket Type1,3690.53,Lisa Davidson,001-937-754-0773x37437,"USNS Moore
FPO AP 77431"
10575,FDX15,17.2,Low Fat,0.156936,Meat,160.658,OUT018,2009,Medium,Tier 3,Supermarket Type2,1925.49,Marie Ford,472-716-9565x886,"9257 Fleming Flat
East Rebeccaville, MS 15217"
10576,FDX15,17.2,Low Fat,0.156616,Meat,160.658,OUT045,2002,Small,Tier 2,Supermarket Type1,3039.65,Peter Lang,321.750.1844,"46764 Gill Land Apt. 170
West Feliciaburgh, MO 23450"
10577,FDX15,17.2,Low Fat,0.156299,Meat,162.158,OUT046,1997,Small,Tier 1,Supermarket Type1,1283.66,Anthony Odom,733-080-4038x5352,"287 Wilson Junctions
West Cynthia, DE 46925"
10578,FDX15,17.2,LF,0.156542,Meat,162.458,OUT049,1999,Medium,Tier 1,Supermarket Type1,2888.24,Mr. Jerry Dixon,001-941-180-6353x852,"PSC 7273, Box 0743
APO AP 07062"
10579,FDV51,16.35,Low Fat,0.0544634,Meat,163.884,OUT010,1998,Medium,Tier 3,Grocery Store,165.784,Erica Walker,263-184-6917x28179,"952 Teresa Stream
South Autumn, VA 98940"
10580,FDV51,16.35,Low Fat,0.0325118,Meat,165.084,OUT013,1987,High,Tier 3,Supermarket Type1,994.705,Jacob Lopez,878-042-8493,"92574 Carroll Island
Port David, IA 93380"
10581,FDV51,16.35,Low Fat,0.0326049,Meat,165.084,OUT045,2002,Small,Tier 2,Supermarket Type1,2888.07,Melissa Bailey,530.045.6519x61574,"721 Frederick Rapids
Cookside, WA 07833"
10582,FDV51,16.35,Low Fat,0.0326714,Meat,165.484,OUT018,2009,Medium,Tier 3,Supermarket Type2,1492.06,Anna Diaz,(901)627-4626x1746,"PSC 0642, Box 7229
APO AA 11628"
10583,FDN39,19.35,Regular,0.0,Meat,165.782,OUT045,2002,Small,Tier 2,Supermarket Type1,3432.43,Julian Thompson,+1-100-580-3075x013,"44272 Santos Pass
Zacharyland, VI 53457"
